"id","formula_masters_id","equipment_machine_id","equipment_machine_unit","tag_name","em_qty","topic_number","users_id","record_status","created_at","updated_at"
"506","MF2301002","MC008","-","","1","8","","1","2023-01-06 09:55:43","2023-01-07 03:19:52"
"507","MF2301002","MC009","-","","1","8","","1","2023-01-06 09:55:47","2023-01-07 03:19:53"
"508","MF2301003","EM001","-","","1","2","","1","2023-01-07 07:49:36","2023-01-09 09:14:29"
"509","MF2301003","LT001","-","","1","2","","1","2023-01-07 07:49:37","2023-01-09 09:14:30"
"510","MF2301003","LT002","-","","1","2","","1","2023-01-07 07:49:39","2023-01-09 09:14:31"
"511","MF2301003","MC001","-","","1","2","","1","2023-01-07 07:49:40","2023-01-09 09:14:31"
"512","MF2301003","MC002","-","","1","2","","1","2023-01-07 07:49:42","2023-01-09 09:14:32"
"513","MF2301003","MC003","-","","1","2","","1","2023-01-07 07:49:45","2023-01-09 09:14:33"
"514","MF2301003","MC004","-","","1","2","","1","2023-01-07 07:49:50","2023-01-09 09:14:34"
"515","MF2301005","MC001","-","","1","2","","1","2023-01-09 02:04:00","2023-01-09 03:30:02"
"516","MF2301005","MC002","-","","1","2","","1","2023-01-09 02:04:03","2023-01-09 03:30:02"
"517","MF2301005","MC003","-","","1","2","","1","2023-01-09 02:04:08","2023-01-09 03:30:03"
"518","MF2301005","MC004","-","","1","2","","1","2023-01-09 02:04:12","2023-01-09 03:30:04"
"519","MF2301005","EM001","-","","1","2","","1","2023-01-09 02:04:14","2023-01-09 03:30:04"
"520","MF2301005","LT001","-","","1","2","","1","2023-01-09 02:04:17","2023-01-09 03:30:05"
"521","MF2301005","LT002","-","","1","2","","1","2023-01-09 02:04:20","2023-01-09 03:30:09"
"522","MF2301005","MC005","-","","1","8","","1","2023-01-09 02:53:41","2023-01-09 03:50:51"
"523","MF2301005","MC006","-","","1","8","","1","2023-01-09 02:53:44","2023-01-09 03:50:52"
"524","MF2301005","MC007","-","","1","8","","1","2023-01-09 02:53:52","2023-01-09 03:50:53"
"525","MF2301005","MC008","-","","1","8","","1","2023-01-09 02:53:57","2023-01-09 03:50:53"
"526","MF2301005","MC009","-","","1","8","","1","2023-01-09 02:53:59","2023-01-09 03:50:54"
"527","MF2212034","MC009","-","","0","8","","1","2023-01-09 07:59:26","2023-01-09 07:59:26"
"528","MF2212034","MC008","-","","0","8","","1","2023-01-09 07:59:28","2023-01-09 07:59:28"
"529","MF2212034","MC007","-","","0","8","","1","2023-01-09 07:59:30","2023-01-09 07:59:30"
"530","MF2212034","MC006","-","","0","8","","1","2023-01-09 07:59:33","2023-01-09 07:59:33"
"531","MF2212034","MC005","-","","0","8","","1","2023-01-09 07:59:39","2023-01-09 07:59:39"
"532","MF2301003","MC009","-","","1","8","","1","2023-01-09 09:14:50","2023-01-09 09:15:22"
"533","MF2301003","MC008","-","","1","8","","1","2023-01-09 09:14:53","2023-01-09 09:15:23"
"534","MF2301003","MC007","-","","1","8","","1","2023-01-09 09:14:55","2023-01-09 09:15:24"
"535","MF2301003","MC006","-","","1","8","","1","2023-01-09 09:15:01","2023-01-09 09:15:25"
"536","MF2301003","MC005","-","","1","8","","1","2023-01-09 09:15:06","2023-01-09 09:15:26"
"537","MF2301006","EM001","-","","0","2","","1","2023-01-09 09:47:11","2023-01-09 09:47:11"
"540","MF2301006","MC001","-","","0","2","","1","2023-01-09 09:47:17","2023-01-09 09:47:17"
"541","MF2301006","MC002","-","","0","2","","1","2023-01-09 09:47:19","2023-01-09 09:47:19"
"542","MF2301006","MC003","-","","0","2","","1","2023-01-09 09:47:20","2023-01-09 09:47:20"
"543","MF2301006","MC004","-","","0","2","","1","2023-01-09 09:47:23","2023-01-09 09:47:23"
"544","MF2301006","LT001","-","","0","2","","1","2023-01-10 02:38:06","2023-01-10 02:38:06"
"545","MF2301006","LT002","-","","0","2","","1","2023-01-10 02:38:07","2023-01-10 02:38:07"
"546","MF2301006","MC006","-","","0","8","","1","2023-01-10 03:49:26","2023-01-10 03:49:26"
"547","MF2301006","MC005","-","","0","8","","1","2023-01-10 03:49:30","2023-01-10 03:49:30"
"548","MF2301006","MC009","-","","0","8","","1","2023-01-10 03:49:40","2023-01-10 03:49:59"
"549","MF2301006","MC007","-","","0","8","","1","2023-01-10 03:49:43","2023-01-10 03:49:43"
"550","MF2301006","MC008","-","","0","8","","1","2023-01-10 03:50:07","2023-01-10 03:50:07"
"551","MF2301010","MC001","-","","1","2","","1","2023-01-11 03:37:41","2023-01-11 04:26:49"
"552","MF2301010","MC002","-","","1","2","","1","2023-01-11 03:37:44","2023-01-11 04:26:51"
"553","MF2301010","MC003","-","","1","2","","1","2023-01-11 03:37:53","2023-01-11 04:26:52"
"554","MF2301010","MC004","-","","1","2","","1","2023-01-11 03:37:57","2023-01-11 04:26:53"
"555","MF2301010","EM001","-","","1","2","","1","2023-01-11 03:38:00","2023-01-11 04:26:54"
"556","MF2301010","LT001","-","","1","2","","1","2023-01-11 03:38:02","2023-01-11 04:26:56"
"557","MF2301010","LT002","-","","1","2","","1","2023-01-11 03:38:05","2024-06-27 10:18:09"
"558","MF2301011","EM001","-","","0","2","","1","2023-01-11 03:52:46","2023-01-11 03:52:46"
"559","MF2301011","MC001","-","","0","2","","1","2023-01-11 03:52:48","2023-01-11 03:52:54"
"560","MF2301011","MC002","-","","0","2","","1","2023-01-11 03:52:59","2023-01-11 03:52:59"
"561","MF2301011","MC004","-","","0","2","","1","2023-01-11 03:53:10","2023-01-11 03:53:10"
"562","MF2301011","MC003","-","","0","2","","1","2023-01-11 03:53:13","2023-01-11 03:53:13"
"563","MF2301011","MC005","-","","0","8","","1","2023-01-11 03:57:31","2023-01-11 03:57:31"
"564","MF2301011","MC006","-","","0","8","","1","2023-01-11 03:57:34","2023-01-11 03:57:34"
"565","MF2301011","MC007","-","","0","8","","1","2023-01-11 03:57:38","2023-01-11 03:57:38"
"566","MF2301011","MC008","-","","0","8","","1","2023-01-11 03:57:41","2023-01-11 03:57:41"
"567","MF2301011","MC009","-","","0","8","","1","2023-01-11 03:57:45","2023-01-11 03:57:45"
"568","MF2301010","MC005","-","","1","8","","1","2023-01-11 04:16:34","2023-01-11 04:33:58"
"569","MF2301010","MC006","-","","1","8","","1","2023-01-11 04:16:36","2023-01-11 04:33:59"
"570","MF2301010","MC007","-","","1","8","","1","2023-01-11 04:16:39","2023-01-11 04:34:00"
"571","MF2301010","MC008","-","","1","8","","1","2023-01-11 04:16:44","2023-01-11 04:34:00"
"572","MF2301010","MC009","-","","1","8","","1","2023-01-11 04:16:47","2023-01-11 04:34:02"
"573","MF2301012","EM001","-","","1","2","","1","2023-01-12 02:12:17","2023-01-12 02:30:18"
"574","MF2301012","LT001","-","","1","2","","1","2023-01-12 02:12:18","2023-01-12 02:30:17"
"575","MF2301012","LT002","-","","1","2","","1","2023-01-12 02:12:22","2023-01-12 02:30:19"
"576","MF2301012","MC001","-","","1","2","","1","2023-01-12 02:12:24","2023-01-12 02:30:20"
"577","MF2301012","MC002","-","","1","2","","1","2023-01-12 02:12:27","2023-01-12 02:30:20"
"578","MF2301013","LT001","-","","1","2","","1","2023-01-12 02:14:05","2023-01-12 02:14:25"
"579","MF2301013","LT002","-","","1","2","","1","2023-01-12 02:14:07","2023-01-12 02:14:26"
"580","MF2301013","MC001","-","","1","2","","1","2023-01-12 02:14:11","2023-01-12 02:14:27"
"581","MF2301013","MC002","-","","1","2","","1","2023-01-12 02:14:14","2023-01-12 02:14:29"
"582","MF2301013","MC003","-","","1","2","","1","2023-01-12 02:14:17","2023-01-12 02:14:29"
"583","MF2301013","MC004","-","","1","2","","1","2023-01-12 02:14:19","2023-01-12 02:14:30"
"584","MF2301013","EM001","-","","1","2","","1","2023-01-12 02:14:22","2023-01-12 02:14:34"
"585","MF2301012","MC003","-","","1","2","","1","2023-01-12 02:30:12","2023-01-12 02:30:21"
"586","MF2301012","MC004","-","","1","2","","1","2023-01-12 02:30:15","2023-01-12 02:30:22"
"587","MF2301012","MC009","-","","1","8","","1","2023-01-12 02:39:26","2023-01-12 02:46:11"
"588","MF2301012","MC008","-","","1","8","","1","2023-01-12 02:39:28","2023-01-12 02:46:12"
"589","MF2301012","MC007","-","","1","8","","1","2023-01-12 02:39:31","2023-01-12 02:46:13"
"590","MF2301012","MC006","-","","1","8","","1","2023-01-12 02:39:33","2023-01-12 02:46:13"
"591","MF2301012","MC005","-","","1","8","","1","2023-01-12 02:39:38","2023-01-12 02:46:14"
"592","MF2301013","MC005","-","","1","8","","1","2023-01-12 03:10:26","2023-01-12 03:10:42"
"593","MF2301013","MC006","-","","1","8","","1","2023-01-12 03:10:28","2023-01-12 03:10:43"
"594","MF2301013","MC007","-","","1","8","","1","2023-01-12 03:10:32","2023-01-12 03:10:43"
"595","MF2301013","MC008","-","","1","8","","1","2023-01-12 03:10:37","2023-01-12 03:10:44"
"596","MF2301013","MC009","-","","1","8","","1","2023-01-12 03:10:40","2023-01-12 03:10:46"
"597","MF2301014","MC001","-","","1","2","","1","2023-01-13 04:05:49","2023-01-13 04:06:34"
"598","MF2301014","MC002","-","","1","2","","1","2023-01-13 04:05:51","2023-01-13 04:06:35"
"599","MF2301014","MC003","-","","1","2","","1","2023-01-13 04:06:00","2023-01-13 09:30:49"
"600","MF2301014","MC004","-","","1","2","","1","2023-01-13 04:06:03","2023-01-13 04:06:36"
"601","MF2301014","EM001","-","","1","2","","1","2023-01-13 04:06:04","2023-01-13 04:06:40"
"602","MF2301014","LT001","-","","1","2","","1","2023-01-13 04:06:08","2023-01-13 04:06:39"
"603","MF2301014","LT002","-","","1","2","","1","2023-01-13 04:06:11","2023-01-13 04:06:42"
"604","MF2301014","MC005","-","","0","8","","1","2023-01-13 04:46:51","2023-01-13 04:46:51"
"605","MF2301014","MC006","-","","0","8","","1","2023-01-13 04:47:37","2023-01-13 04:47:37"
"606","MF2301014","MC007","-","","0","8","","1","2023-01-13 04:47:56","2023-01-13 04:47:56"
"607","MF2301014","MC009","-","","0","8","","1","2023-01-13 04:47:59","2023-01-13 04:47:59"
"608","MF2301014","MC008","-","","0","8","","1","2023-01-13 04:48:01","2023-01-13 04:48:01"
"609","MF2301015","EM001","-","","0","2","","1","2023-01-14 01:59:21","2023-01-14 01:59:21"
"610","MF2301015","MC001","-","","0","2","","1","2023-01-14 01:59:24","2023-01-14 01:59:24"
"611","MF2301015","MC002","-","","0","2","","1","2023-01-14 01:59:29","2023-01-14 01:59:29"
"612","MF2301015","MC004","-","","0","2","","1","2023-01-14 01:59:33","2023-01-14 01:59:33"
"613","MF2301015","LT002","-","","0","2","","1","2023-01-14 01:59:36","2023-01-14 01:59:36"
"614","MF2301015","MC005","-","","0","8","","1","2023-01-14 03:11:19","2023-01-14 03:11:19"
"615","MF2301015","MC006","-","","0","8","","1","2023-01-14 03:11:27","2023-01-14 03:11:27"
"616","MF2301015","MC007","-","","0","8","","1","2023-01-14 03:11:31","2023-01-14 03:11:31"
"617","MF2301015","MC008","-","","0","8","","1","2023-01-14 03:11:35","2023-01-14 03:11:35"
"618","MF2301015","MC009","-","","0","8","","1","2023-01-14 03:11:37","2023-01-14 03:11:37"
"619","MF2301016","MC001","-","","0","2","","1","2023-01-16 02:24:15","2023-01-16 02:24:15"
"620","MF2301016","MC002","-","","0","2","","1","2023-01-16 02:24:21","2023-01-16 02:24:21"
"621","MF2301016","MC003","-","","0","2","","1","2023-01-16 02:24:25","2023-01-16 02:24:25"
"622","MF2301016","MC004","-","","0","2","","1","2023-01-16 02:25:06","2023-01-16 02:25:06"
"623","MF2301016","EM001","-","","0","2","","1","2023-01-16 02:25:13","2023-01-16 02:25:13"
"624","MF2301016","MC007","-","","0","8","","1","2023-01-16 03:06:36","2023-01-16 03:06:36"
"625","MF2301016","MC008","-","","0","8","","1","2023-01-16 03:06:41","2023-01-16 03:06:41"
"626","MF2301016","MC009","-","","0","8","","1","2023-01-16 03:06:47","2023-01-16 03:06:47"
"627","MF2301017","LT001","-","","1","2","","1","2023-01-28 04:19:11","2023-01-28 04:19:35"
"628","MF2301017","LT002","-","","1","2","","1","2023-01-28 04:19:22","2023-01-28 04:19:36"
"629","MF2301017","MC001","-","","1","2","","1","2023-01-28 04:19:27","2023-01-28 04:19:37"
"630","MF2301017","MC002","-","","1","2","","1","2023-01-28 04:19:29","2023-01-28 04:19:37"
"631","MF2301017","MC003","-","","1","2","","1","2023-01-28 04:19:30","2023-01-28 04:19:38"
"632","MF2301017","MC004","-","","1","2","","1","2023-01-28 04:19:32","2023-01-28 04:19:39"
"633","MF2301017","EM001","-","","1","2","","1","2023-01-28 04:19:33","2023-01-28 04:19:40"
"634","MF2301017","MC005","-","","1","8","","1","2023-01-28 04:46:48","2023-01-28 04:47:21"
"635","MF2301017","MC006","-","","1","8","","1","2023-01-28 04:46:51","2023-01-28 04:47:22"
"636","MF2301017","MC007","-","","1","8","","1","2023-01-28 04:47:09","2023-01-28 04:47:23"
"637","MF2301017","MC008","-","","1","8","","1","2023-01-28 04:47:12","2023-01-28 04:47:23"
"638","MF2301017","MC009","-","","1","8","","1","2023-01-28 04:47:14","2023-01-28 04:47:27"
"639","MF2301018","EM001","-","","1","2","","1","2023-01-28 06:54:15","2023-01-28 07:30:50"
"640","MF2301018","LT001","-","","1","2","","1","2023-01-28 06:54:24","2023-01-28 07:30:51"
"641","MF2301018","LT002","-","","1","2","","1","2023-01-28 06:54:27","2023-01-28 07:30:52"
"642","MF2301018","MC001","-","","1","2","","1","2023-01-28 06:54:30","2023-01-28 07:30:53"
"643","MF2301018","MC002","-","","1","2","","1","2023-01-28 06:54:32","2023-01-28 07:30:54"
"644","MF2301018","MC004","-","","1","2","","1","2023-01-28 06:54:38","2023-01-28 07:30:55"
"645","MF2301018","MC003","-","","1","2","","1","2023-01-28 06:54:42","2023-01-28 07:30:56"
"646","MF2301018","MC005","-","","1","8","","1","2023-01-28 07:20:19","2023-01-28 07:35:42"
"647","MF2301018","MC006","-","","1","8","","1","2023-01-28 07:20:21","2023-01-28 07:35:42"
"648","MF2301018","MC007","-","","1","8","","1","2023-01-28 07:20:23","2023-01-28 07:35:43"
"649","MF2301018","MC008","-","","1","8","","1","2023-01-28 07:20:26","2023-01-28 07:35:44"
"650","MF2301018","MC009","-","","1","8","","1","2023-01-28 07:20:28","2023-01-28 07:35:45"
"651","MF2301019","EM001","-","","1","2","","1","2023-01-28 07:35:00","2023-01-28 07:50:57"
"652","MF2301019","LT001","-","","1","2","","1","2023-01-28 07:35:01","2023-01-28 07:50:57"
"653","MF2301019","LT002","-","","1","2","","1","2023-01-28 07:35:03","2023-01-28 07:50:58"
"654","MF2301019","MC001","-","","1","2","","1","2023-01-28 07:35:05","2023-01-28 07:50:59"
"655","MF2301019","MC002","-","","1","2","","1","2023-01-28 07:35:06","2023-01-28 07:51:00"
"656","MF2301019","MC004","-","","1","2","","1","2023-01-28 07:35:11","2023-01-28 07:51:00"
"657","MF2301019","MC003","-","","1","2","","1","2023-01-28 07:35:15","2023-01-28 07:51:02"
"658","MF2301019","MC005","-","","1","8","","1","2023-01-28 07:46:00","2023-01-28 07:53:16"
"659","MF2301019","MC006","-","","1","8","","1","2023-01-28 07:46:33","2023-01-28 07:53:17"
"660","MF2301020","EM001","-","","1","2","","1","2023-01-30 08:20:11","2023-01-30 08:46:06"
"661","MF2301020","LT001","-","","1","2","","1","2023-01-30 08:20:13","2023-01-30 08:46:07"
"662","MF2301020","LT002","-","","1","2","","1","2023-01-30 08:20:16","2023-01-30 08:46:09"
"663","MF2301020","MC001","-","","1","2","","1","2023-01-30 08:20:19","2023-01-30 08:46:11"
"664","MF2301020","MC002","-","","1","2","","1","2023-01-30 08:20:21","2023-01-30 08:46:14"
"665","MF2301020","MC004","-","","2","2","","1","2023-01-30 08:20:27","2023-01-30 08:46:14"
"666","MF2301020","MC003","-","","2","2","","1","2023-01-30 08:20:30","2023-01-30 08:46:26"
"667","MF2301020","MC005","-","","1","8","","1","2023-01-30 08:43:11","2024-08-28 09:28:41"
"668","MF2301020","MC006","-","","1","8","","1","2023-01-30 08:43:14","2024-08-28 09:28:42"
"669","MF2301020","MC007","-","","1","8","","1","2023-01-30 08:43:20","2024-08-28 09:28:44"
"670","MF2301020","MC008","-","","1","8","","1","2023-01-30 08:43:22","2024-08-28 09:28:45"
"671","MF2301020","MC009","-","","1","8","","1","2023-01-30 08:43:25","2024-08-28 09:28:46"
"672","MF2301021","MC001","-","","1","2","","1","2023-01-30 09:01:10","2023-01-30 09:02:36"
"673","MF2301021","MC002","-","","1","2","","1","2023-01-30 09:01:12","2023-01-30 09:02:35"
"674","MF2301021","MC003","-","","2","2","","1","2023-01-30 09:01:23","2023-01-30 09:02:32"
"675","MF2301021","MC004","-","","2","2","","1","2023-01-30 09:01:34","2023-01-30 09:02:30"
"676","MF2301021","EM001","-","","1","2","","1","2023-01-30 09:01:41","2023-01-30 09:02:24"
"677","MF2301021","LT002","-","","1","2","","1","2023-01-30 09:01:51","2023-01-30 09:02:23"
"678","MF2301021","LT001","-","","1","2","","1","2023-01-30 09:01:56","2023-01-30 09:02:22"
"679","MF2301021","MC005","-","","0","8","","1","2023-01-30 09:22:07","2023-01-30 09:22:07"
"680","MF2301021","MC006","-","","0","8","","1","2023-01-30 09:22:10","2023-01-30 09:22:10"
"681","MF2301021","MC008","-","","0","8","","1","2023-01-30 09:22:13","2023-01-30 09:22:13"
"682","MF2301021","MC009","-","","0","8","","1","2023-01-30 09:22:16","2023-01-30 09:22:16"
"683","MF2301021","MC007","-","","0","8","","1","2023-01-30 09:22:20","2023-01-30 09:22:20"
"684","MF2301022","LT001","-","","1","2","","1","2023-01-30 10:44:40","2023-01-30 10:45:05"
"685","MF2301022","LT002","-","","1","2","","1","2023-01-30 10:44:42","2023-01-30 10:45:05"
"686","MF2301022","MC001","-","","1","2","","1","2023-01-30 10:44:45","2023-01-30 10:45:06"
"687","MF2301022","MC002","-","","1","2","","1","2023-01-30 10:44:46","2023-01-30 10:45:07"
"688","MF2301022","MC003","-","","1","2","","1","2023-01-30 10:44:49","2023-01-30 10:45:08"
"689","MF2301022","MC004","-","","1","2","","1","2023-01-30 10:44:53","2023-01-30 10:45:09"
"690","MF2301022","EM001","-","","1","2","","1","2023-01-30 10:44:56","2023-01-30 10:45:13"
"691","MF2301022","MC005","-","","1","8","","1","2023-01-30 10:54:50","2023-01-30 10:55:04"
"692","MF2301022","MC006","-","","1","8","","1","2023-01-30 10:54:53","2023-01-30 10:55:04"
"693","MF2301022","MC007","-","","1","8","","1","2023-01-30 10:54:55","2023-01-30 10:55:05"
"694","MF2301022","MC008","-","","1","8","","1","2023-01-30 10:54:58","2023-01-30 10:55:05"
"695","MF2301022","MC009","-","","1","8","","1","2023-01-30 10:55:01","2023-01-30 10:55:07"
"696","MF2301023","EM001","-","","1","2","","1","2023-01-31 06:32:54","2023-01-31 06:33:27"
"697","MF2301023","LT001","-","","1","2","","1","2023-01-31 06:32:55","2023-01-31 06:33:28"
"698","MF2301023","LT002","-","","1","2","","1","2023-01-31 06:33:03","2023-01-31 06:33:30"
"699","MF2301023","MC001","-","","1","2","","1","2023-01-31 06:33:05","2023-01-31 06:33:31"
"700","MF2301023","MC002","-","","1","2","","1","2023-01-31 06:33:06","2023-01-31 06:33:33"
"701","MF2301023","MC004","-","","2","2","","1","2023-01-31 06:33:11","2023-01-31 06:33:23"
"702","MF2301023","MC003","-","","2","2","","1","2023-01-31 06:33:14","2023-01-31 06:33:26"
"703","MF2301023","MC005","-","","0","8","","1","2023-01-31 06:48:21","2023-01-31 06:48:21"
"704","MF2301023","MC006","-","","0","8","","1","2023-01-31 06:48:23","2023-01-31 06:48:23"
"705","MF2301023","MC007","-","","0","8","","1","2023-01-31 06:48:27","2023-01-31 06:48:27"
"706","MF2301023","MC008","-","","0","8","","1","2023-01-31 06:48:30","2023-01-31 06:48:30"
"707","MF2301023","MC009","-","","0","8","","1","2023-01-31 06:48:32","2023-01-31 06:48:32"
"708","MF2302001","EM001","-","","1","2","","1","2023-02-02 06:16:15","2024-05-15 04:44:33"
"709","MF2302001","LT001","-","","1","2","","1","2023-02-02 06:16:16","2023-02-02 06:17:01"
"710","MF2302001","LT002","-","","1","2","","1","2023-02-02 06:16:18","2023-02-02 06:17:02"
"711","MF2302001","MC004","-","","1","2","","1","2023-02-02 06:16:21","2023-02-02 06:17:03"
"712","MF2302001","MC001","-","","1","2","","1","2023-02-02 06:16:24","2023-02-02 06:17:04"
"713","MF2302001","MC002","-","","1","2","","1","2023-02-02 06:16:27","2023-02-02 06:17:05"
"714","MF2302001","MC003","-","","1","2","","1","2023-02-02 06:16:32","2023-02-02 06:17:06"
"715","MF2302001","MC005","-","","1","8","","1","2023-02-02 06:47:50","2024-05-31 09:04:52"
"716","MF2302001","MC006","-","","1","8","","1","2023-02-02 06:47:57","2024-05-31 09:04:53"
"717","MF2302001","MC007","-","","1","8","","1","2023-02-02 06:48:01","2024-05-31 09:04:56"
"718","MF2302001","MC008","-","","1","8","","1","2023-02-02 06:48:04","2024-05-31 09:04:57"
"719","MF2302001","MC009","-","","1","8","","1","2023-02-02 06:48:06","2024-05-31 09:04:58"
"720","MF2302002","EM001","-","","1","2","","1","2023-02-03 06:30:23","2023-02-03 06:30:57"
"721","MF2302002","LT001","-","","1","2","","1","2023-02-03 06:30:24","2023-02-03 06:30:58"
"722","MF2302002","LT002","-","","1","2","","1","2023-02-03 06:30:26","2023-02-03 06:30:59"
"723","MF2302002","MC001","-","","1","2","","1","2023-02-03 06:30:28","2023-02-03 06:31:00"
"724","MF2302002","MC002","-","","1","2","","1","2023-02-03 06:30:30","2023-02-03 06:31:01"
"725","MF2302002","MC004","-","","1","2","","1","2023-02-03 06:30:34","2023-02-03 06:31:01"
"726","MF2302002","MC003","-","","1","2","","1","2023-02-03 06:30:48","2023-02-03 06:31:04"
"727","MF2302002","MC005","-","","0","8","","1","2023-02-03 06:38:13","2023-02-03 06:38:13"
"728","MF2302002","MC006","-","","0","8","","1","2023-02-03 06:38:15","2023-02-03 06:38:15"
"729","MF2302002","MC007","-","","0","8","","1","2023-02-03 06:38:17","2023-02-03 06:38:17"
"730","MF2302002","MC008","-","","0","8","","1","2023-02-03 06:38:18","2023-02-03 06:38:18"
"731","MF2302002","MC009","-","","0","8","","1","2023-02-03 06:38:20","2023-02-03 06:38:20"
"732","MF2302003","MC001","-","","1","2","","1","2023-02-09 04:31:03","2023-02-09 04:31:34"
"733","MF2302003","MC002","-","","1","2","","1","2023-02-09 04:31:05","2023-02-09 04:31:35"
"734","MF2302003","MC003","-","","1","2","","1","2023-02-09 04:31:11","2023-02-09 04:31:36"
"735","MF2302003","MC004","-","","1","2","","1","2023-02-09 04:31:17","2023-02-09 04:31:36"
"736","MF2302003","EM001","-","","1","2","","1","2023-02-09 04:31:25","2023-02-09 04:31:37"
"737","MF2302003","LT001","-","","1","2","","1","2023-02-09 04:31:27","2023-02-09 04:31:38"
"738","MF2302003","LT002","-","","1","2","","1","2023-02-09 04:31:29","2023-02-09 04:31:40"
"739","MF2302003","MC005","-","","1","8","","1","2023-02-09 04:58:23","2023-02-09 07:32:25"
"740","MF2302003","MC006","-","","1","8","","1","2023-02-09 04:58:25","2023-02-09 07:32:26"
"741","MF2302003","MC007","-","","1","8","","1","2023-02-09 04:58:28","2023-02-09 07:32:26"
"742","MF2302003","MC008","-","","1","8","","1","2023-02-09 04:58:35","2023-02-09 07:32:27"
"743","MF2302003","MC009","-","","1","8","","1","2023-02-09 04:58:39","2023-02-09 07:32:29"
"744","MF2302004","MC001","-","","1","2","","1","2023-02-14 06:22:46","2023-02-14 06:23:23"
"745","MF2302004","MC002","-","","1","2","","1","2023-02-14 06:22:54","2023-02-14 06:23:24"
"746","MF2302004","MC003","-","","1","2","","1","2023-02-14 06:23:01","2023-02-14 06:23:25"
"747","MF2302004","MC004","-","","1","2","","1","2023-02-14 06:23:04","2023-02-14 06:23:26"
"748","MF2302004","EM001","-","","1","2","","1","2023-02-14 06:23:07","2023-02-14 06:23:26"
"749","MF2302004","LT002","-","","1","2","","1","2023-02-14 06:23:12","2023-02-14 06:23:27"
"750","MF2302004","LT001","-","","1","2","","1","2023-02-14 06:23:17","2023-02-14 06:23:28"
"751","MF2302005","LT001","-","","1","2","","1","2023-02-14 06:28:09","2023-02-14 06:28:32"
"752","MF2302005","LT002","-","","1","2","","1","2023-02-14 06:28:13","2023-02-14 06:28:33"
"753","MF2302005","MC001","-","","1","2","","1","2023-02-14 06:28:21","2023-02-14 06:28:33"
"754","MF2302005","MC002","-","","1","2","","1","2023-02-14 06:28:23","2023-02-14 06:28:34"
"755","MF2302005","MC003","-","","1","2","","1","2023-02-14 06:28:26","2023-02-14 06:28:35"
"756","MF2302005","MC004","-","","1","2","","1","2023-02-14 06:28:27","2023-02-14 06:28:36"
"757","MF2302005","MC005","-","","1","8","","1","2023-02-14 06:49:04","2023-02-14 06:49:22"
"758","MF2302005","MC006","-","","1","8","","1","2023-02-14 06:49:09","2023-02-14 06:49:23"
"759","MF2302005","MC007","-","","1","8","","1","2023-02-14 06:49:11","2023-02-14 06:49:24"
"760","MF2302005","MC008","-","","1","8","","1","2023-02-14 06:49:14","2023-02-14 06:49:25"
"761","MF2302005","MC004","-","","1","8","","1","2023-02-14 06:49:20","2023-02-14 06:49:26"
"762","MF2302004","MC005","-","","1","8","","1","2023-02-14 06:52:01","2023-02-14 06:54:55"
"763","MF2302004","MC006","-","","1","8","","1","2023-02-14 06:52:03","2023-02-14 06:54:56"
"764","MF2302004","MC007","-","","1","8","","1","2023-02-14 06:52:06","2023-02-14 06:54:56"
"765","MF2302004","MC008","-","","1","8","","1","2023-02-14 06:52:08","2023-02-14 06:54:57"
"766","MF2302004","MC009","-","","1","8","","1","2023-02-14 06:52:11","2023-02-14 06:54:58"
"767","MF2302006","EM001","-","","1","2","","1","2023-02-16 06:20:38","2023-02-16 06:21:49"
"768","MF2302006","LT001","-","","1","2","","1","2023-02-16 06:20:40","2023-02-16 06:21:49"
"769","MF2302006","LT002","-","","1","2","","1","2023-02-16 06:20:41","2023-02-16 06:21:50"
"770","MF2302006","MC003","-","","2","2","","1","2023-02-16 06:20:45","2023-02-16 06:22:45"
"771","MF2302006","MC001","-","","1","2","","1","2023-02-16 06:20:59","2023-02-16 06:21:52"
"772","MF2302006","MC002","-","","1","2","","1","2023-02-16 06:21:02","2023-02-16 06:21:53"
"773","MF2302006","MC004","-","","1","2","","1","2023-02-16 06:21:06","2023-02-16 06:21:55"
"774","MF2302006","MC005","-","","1","8","","1","2023-02-16 06:27:52","2023-02-16 06:44:26"
"775","MF2302006","MC006","-","","1","8","","1","2023-02-16 06:27:54","2023-02-16 06:44:27"
"776","MF2302006","MC007","-","","1","8","","1","2023-02-16 06:27:58","2023-02-16 06:44:27"
"777","MF2302006","MC008","-","","1","8","","1","2023-02-16 06:28:05","2023-02-16 06:44:28"
"778","MF2302006","MC009","-","","1","8","","1","2023-02-16 06:28:07","2023-02-16 06:44:29"
"779","MF2302009","MC001","-","","1","2","","1","2023-02-17 03:27:28","2023-02-17 03:28:02"
"780","MF2302009","MC002","-","","1","2","","1","2023-02-17 03:27:33","2023-02-17 03:28:03"
"781","MF2302009","MC003","-","","2","2","","1","2023-02-17 03:27:38","2023-02-17 03:28:06"
"782","MF2302009","MC004","-","","2","2","","1","2023-02-17 03:27:41","2023-02-17 03:28:07"
"783","MF2302009","EM001","-","","1","2","","1","2023-02-17 03:27:44","2023-02-17 03:28:09"
"784","MF2302009","LT002","-","","1","2","","1","2023-02-17 03:27:48","2023-02-17 03:28:10"
"785","MF2302009","LT001","-","","1","2","","1","2023-02-17 03:27:50","2023-02-17 03:28:12"
