"id","formula_masters_id","topic_number","topic_txt","users_id","created_at","updated_at"
"395","MF2303010","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-20 06:38:43","2023-03-20 06:38:43"
"396","MF2303010","12","-","19","2023-03-20 06:38:50","2023-03-20 06:38:50"
"397","MF2303011","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-20 08:41:51","2023-03-20 08:41:51"
"398","MF2303011","6","กระปุกอะคริลิคพร้อมสกรีน, ฝาหมุนพร้อมสกรีน, ฝาในพลาสติก, กล่อง","19","2023-03-20 08:41:58","2023-03-20 08:41:58"
"399","MF2303011","9","บรรจุปริมาณ 30.00 กรัม ลงในกระปุก ปิดฝาให้สนิท","19","2023-03-20 08:42:50","2023-03-20 08:42:50"
"400","MF2303011","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-20 08:43:03","2023-03-20 08:43:03"
"401","MF2303011","12","-","19","2023-03-20 08:43:13","2023-03-20 08:43:13"
"402","MF2303012","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-24 03:30:18","2023-03-24 03:30:18"
"403","MF2303012","6","ขวดพลาสติกหัวปั๊ม 300 ml","19","2023-03-24 03:30:27","2023-03-24 03:30:27"
"404","MF2303012","9","บรรจุปริมาณ 104 กรัม (ข้อมูลจาก Lot 1) ลงในขวด ปิดฝาให้สนิท","19","2023-03-24 03:30:52","2023-03-24 03:30:52"
"405","MF2303012","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-24 03:32:10","2023-03-24 03:32:10"
"406","MF2303012","12","-","19","2023-03-24 03:32:14","2023-03-24 03:32:14"
"407","MF2303013","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-24 06:16:03","2023-03-24 06:16:03"
"408","MF2303013","6","ขวด BJC 300 มล.","19","2023-03-24 06:16:10","2023-03-24 06:16:10"
"409","MF2303013","9","9.1	บรรจุเนื้อโลชั่น สีขาวทึบ (กลิ่น Berry Fruit) ลงขวด BJC 300 มล. ปริมาณ 300 กรัม/ขวด \n9.2	นำชุดหัวปั๊ม+สานดูดเคมี ประกอบเข้ากัน และหมุนปิดขงดให้แน่นสนิท\n9.3	นำฉลากติดรอบขวด\n9.4	นำเชือกร้อยเข้ากับป้ายห้อย และคล้องไว้บริเวณคอขวด\n9.5	บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-03-24 06:16:51","2023-03-24 06:16:51"
"410","MF2303013","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-24 06:16:59","2023-03-24 06:16:59"
"411","MF2303013","12","-RC00L009 และ RC00L017 ใช้แทนกันได้","21","2023-03-24 06:17:08","2023-06-26 06:57:00"
"412","MF2303014","9","9.1 บรรจุแผ่นมาส์ก lyocell+แผ่นรอง ลงในซองมาส์ก (สีเหลือง) จำนวน 1 ชิ้น / ซอง\n9.2 บรรจุเนื้อเจลใส ลงในซองมาส์ก (สีเหลือง) ปริมาณ 30 กรัม / ซอง\n9.3 ข้อควรระวัง : ห้ามให้เนื้อเจลใสเปื้อนซองมาส์กเด็ดขาด\n9.4 ซีลปิดด้านล่างซองพิมพ์ให้สนิท\n9.5 บรรจุลงลังเปลือยใหญ่ ขนาด 28.5(ก)*42.2(ย)*31.5(ส)ซม.","19","2023-03-27 03:52:21","2023-03-27 04:01:51"
"413","MF2303014","6","ซองมาส์ก (สีเหลือง)","19","2023-03-27 04:04:29","2023-03-27 04:04:29"
"414","MF2303014","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-27 04:07:55","2023-03-27 04:07:55"
"415","MF2303014","12","-","19","2023-03-27 04:15:16","2023-03-27 04:15:16"
"416","MF2303014","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-27 04:16:32","2023-03-27 04:16:32"
"417","MF2303015","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-27 10:16:01","2023-03-27 10:16:01"
"418","MF2303015","6","¦\nขวด, ฝาหมุน, กล่อง","19","2023-03-27 10:16:09","2025-01-24 04:58:55"
"419","MF2303015","9","¦\n9.1 บรรจุเนื้อเหลวใส (ไม่มีสี ไม่มีกลิ่น) ลงขวดสีขาว ขุ่น (สกรีน สีดำ) ปริมาณ 150 กรัม/ขวด\n9.2 นำจุกปิดปากขวด กดปิดปากขวดสีขาว ขุ่น (สกรีน สีดำ) ให้แน่นสนิท\n9.3 นำฝาหมุน (สีขาว) หมุนปิดให้แน่นสนิท\n9.4 บรรจุลงกล่อง โดยหันด้านหน้าขวดไปทางเดียวกับด้านน้ากล่อง\n9.5 ชริ้งค์ฟิล์มที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.6 หลังชริ้งค์ฟิล์มเสร็จให้ปิดฉลาก สคบ.(เลขใบรับแจ้ง:73-1-6200036743) ข้างกล่องด้านขวา\n9.7 บรรจุลงลังเปลือยใหญ่ ขนาด 28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-03-27 10:31:30","2025-01-24 04:58:40"
"420","MF2303015","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-27 10:32:18","2023-03-27 10:32:18"
"421","MF2303015","12","-","19","2023-03-27 10:32:24","2023-03-27 10:32:24"
"422","MF2303016","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-29 04:35:38","2023-03-29 04:35:38"
"423","MF2303016","6","หลอด, จุกใน, ฝาครอบ, กล่อง","19","2023-03-29 04:36:03","2023-03-29 04:36:03"
"424","MF2303016","9","9.1 บรรจุเนื้อเจล (สีขาว กลิ่นNatural naomi) ลงในหลอดสีขาว(สกรีน)\n9.2 ประกอบจุกใน สีขาว(ปลายแหลม) เข้ากับหลอดสีขาว (สกรีน)\n9.3 ปิดฝาหมุน (สีขาว ขอบทอง) ให้สนิท\n9.4 บรรจุหลอดที่ปิดฝาเรียบร้อยแล้วใส่กล่อง(ที่พับแล้ว)\n9.5 ขริ้งค์(ฟิล์มขนาด 8 นิ้ว) ที่กล่อง\n9.6. บรรจุลงลังเปลือยใหญ่ ขนาด28.5*42.2*31.5 ซม.","19","2023-03-29 04:47:22","2023-06-29 03:52:03"
"425","MF2303016","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-29 04:50:23","2023-03-29 04:50:23"
"426","MF2303016","12","-","19","2023-03-29 04:50:29","2023-03-29 04:50:29"
"427","MF2303017","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-29 06:01:13","2023-03-29 06:01:13"
"428","MF2303017","6","หลอด, ฝา, กล่อง","19","2023-03-29 06:01:20","2023-03-29 06:01:20"
"429","MF2303017","9","9.1 เนื้อเจล (สีใส).บรรจุลงหลอดพลาสติก (สีขาว) ปริมาณ 30 กรัม\n9.2 ปิดฝาหมุน (สีขาว) ให้สนิท\n9.3 นำหลอดพลาสติกที่ปิดฝาเรียบร้อยแล้ว ใส่ลงกล่อง\n9.4 ชริงค์ฟิล์มที่กล่อง\n9.5 บรรจุลงลังเปลือยใหญ่ ขนาด (ก) 28.5*(ย)42.2*(ส) 31.5 ซม.","19","2023-03-29 06:40:37","2023-06-29 04:08:52"
"430","MF2303017","11","shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-29 06:41:30","2023-03-29 06:41:30"
"431","MF2303017","12","-","19","2023-03-29 06:41:35","2023-03-29 06:41:35"
"432","MF2303018","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-31 06:49:04","2023-03-31 06:49:04"
"433","MF2303018","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-03-31 06:50:15","2023-03-31 06:50:15"
"434","MF2303018","12","-","19","2023-03-31 06:50:25","2023-03-31 06:50:25"
"435","MF2303018","6","ขวด Airless สีขาว + หัวปั๊มสุญญากาศสีขาว + ฝาครอบใส","19","2023-04-03 03:24:00","2023-09-19 03:49:29"
"436","MF2304001","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-04 07:24:41","2023-04-04 07:24:41"
"437","MF2304001","6","หลอด, ฝา, กล่อง","19","2023-04-04 07:24:47","2023-04-04 07:24:47"
"438","MF2304001","9","บรรจุปริมาณ 100.00 กรัม ลงในหลอด ปิดฝาให้สนิท","19","2023-04-04 07:46:54","2023-04-04 07:46:54"
"439","MF2304001","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-04 07:53:45","2023-04-04 07:53:45"
"440","MF2304001","12","-","19","2023-04-04 07:53:50","2023-04-04 07:53:50"
"441","MF2304002","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-04 10:26:19","2023-04-04 10:26:19"
"442","MF2304002","6","ขวดอคิลิก(สีชมพูอ่อน)","19","2023-04-04 10:26:27","2023-04-04 10:26:27"
"443","MF2304002","9","9.1	นำของเหลวสีขาว (ไม่มีสี ไม่มีกลิ่น) บรรจุลงขวดอคิลิก(สีชมพูอ่อน) ปริมาณ 30 กรัม/ขวด\n9.2	นำชุดหัวปั๊ม(สีเงิน) หมุนปิดกับขวดอคิลิก(สีชมพูอ่อน)ให้แน่นสนิท\n9.3	นำฝาครอบอคิลิก(สีชมพูอ่อน) กดครอบเข้ากับขวดอคิลิก(สีชมพูอ่อน)\n9.4	บรรจุลงกล่อง(สีชมพู)โดยให้หันด้านหน้าขวดไปทางเดียวกับด้านหน้ากล่อง\n9.5	ชริ้งค์ฟิล์มที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.6	หลังชริ้งค์ฟิล์มที่กล่องเสร็จ ให้ติดฉลาก สคบ.ที่ว่างด้านข้างกล่อง\n9.7	บรรจุลงลังลูกค้า จำนวน 36 ชิ้น/ลัง","19","2023-04-04 10:27:39","2023-04-04 10:27:39"
"444","MF2304002","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-04 10:27:49","2023-04-04 10:27:49"
"445","MF2304002","12","-","19","2023-04-04 10:27:57","2023-04-04 10:27:57"
"446","MF2304003","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-05 03:00:22","2023-04-05 03:00:22"
"447","MF2304003","6","กระปุกอะคริลิกสีชมพูอ่อน , หัวปั๊มสุญญากาศ , ฝาครอบสีชมพูอ่อน , ไส้ในกล่องสีขาว , กล่องสีชมพู , ฉลากสคบ.","19","2023-04-05 03:01:14","2023-04-05 03:01:14"
"448","MF2304003","9","9.1	บรรจุเนื้อครีมลงกระปุกอะคริลิกสีชมพูอ่อน ปริมาณ 30 กรัม/กระปุก\n9.2	นำหัวปั๊มสุญญากาศ หมุนปิดกระปุกให้แน่นสนิท (หมุนปิดไปทางซ้ายมือ)\n9.3	นำฝาครอบ ครอบปิดกระปุก\n9.4	พับไส้ในกล่อง นำลงกล่องสีชมพู\n9.5	นำกระปุกอะคริลิกสีชมพูอ่อนบรรจุลงกล่อง โดยให้ด้านหน้ากระปุกหันไปทางเดียวกับด้านหน้ากล่อง\n9.6	ชริ้งค์ฟิล์มที่กล่อง ติดฉลากสคบ.ที่ว่างด้านข้างกล่อง\n9.7	บรรจุลงลังลูกค้า จำนวน 36 ชิ้น/ลัง","19","2023-04-05 03:02:13","2023-04-05 03:02:13"
"449","MF2304003","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-05 03:02:57","2023-04-05 03:02:57"
"450","MF2304003","12","-","19","2023-04-05 07:57:42","2023-04-05 07:57:42"
"451","MF2304004","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-06 04:26:02","2023-04-06 04:26:02"
"452","MF2304004","6","หลอดพลาสติก, จุกใน, ฝา, กล่อง","19","2023-04-06 04:26:35","2023-04-06 04:26:35"
"453","MF2304004","9","บรรจุปริมาณ 20.00 กรัม ลงในหลอด ใส่จุกใน ปิดฝาให้สนิท","19","2023-04-06 04:43:52","2023-04-06 04:43:52"
"454","MF2304004","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-06 04:48:23","2023-04-06 04:48:23"
"455","MF2304004","12","-","19","2023-04-06 04:48:27","2023-04-06 04:48:27"
"456","MF2304005","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-06 06:25:45","2023-04-06 06:25:45"
"457","MF2304005","6","หลอด จุกใน ฝาครอบ กล่อง","19","2023-04-06 06:25:51","2023-04-06 06:25:51"
"458","MF2304005","9","6.1 บรรจุเนื้อครีมสีขาวทึบลงในหลอดสีขาว (สกรีนD.KIM สีเหลืองส้ม) ปริมาณ 20 กรัม/หลอด\n6.2 นำจุกในปลายแหลม (สีขาว) กดลงที่ปากหลอดให้แน่นสนิท\n6.3 นำฝาหมุน (สีขาว) หมุนปิดหลอดให้แน่นสนิท\n6.4 บรรจุลงกล่อง (สีเหลืองส้ม) โดยให้หันด้านหน้าหลอดไปทางเดียวกับด้านหน้ากล่อง และบรรจุหลอดลงกล่อง โดยให้ฝ่าหมุนสีขาว (ขอบเงิน) ลงตรงจุดล็อคหลอดที่อยู่ภายในกล่อง\n6.5 ชริงค์ฟิล์มที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n6.6 บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-04-06 06:54:11","2023-06-29 04:29:00"
"459","MF2304005","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-06 07:03:26","2023-04-06 07:03:26"
"460","MF2304005","12","-","19","2023-04-06 07:03:31","2023-04-06 07:03:31"
"461","MF2304006","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-06 10:45:27","2023-04-06 10:45:27"
"462","MF2304006","6","ขวดพลาสติกสกรีน (สีขุ่น) + จุกใน , ฝาหมุน (สีแดงด้าน)","19","2023-04-06 10:45:35","2024-02-27 11:01:50"
"463","MF2304006","9","9.1 บรรจุน้ำใส (สีชา) ลงขวดพลาสติกสกรีน (สีขุ่น) ปริมาณ 100 กรัม/ขวด\n9.2 นำจุกในกดปิดขวดพลาสติกสกรีน (สีขุ่น) ให้แน่นสนิท\n9.3 นำฝาหมุน (สีแดงด้าน) หมุนปิดขวดพลาสติกสกรีน (สีขุ่น) ให้แน่นสนิท\n9.4 บรรจุขวดลงกล่อง (สีแดง) โดยให้ด้านหน้าขวดหันไปทางเดียวกับด้านหน้ากล่อง\n9.5 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์มขนาด 12 นิ้ว ที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.6 หลังชริ้งฟิล์มเสร็จ ให้ติดฉลาก สคบ.ที่ว่างข้างกล่องด้านขวามือ ระวังไม่ให้เกิดรอยและฟองอากาศ\n9.7 นำกล่องที่ติดฉลาก สคบ.แล้ว บรรจุลงลังเปลือยใหญ่ ขนาด 28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-04-06 10:47:34","2024-02-27 11:00:58"
"464","MF2304006","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-07 02:13:23","2023-04-07 02:13:23"
"465","MF2304006","12","เติมสีทีละน้อยเทียบกับ standard ก่อนเติมส่วนถัดไป","17","2023-04-07 02:13:25","2023-06-13 07:31:43"
"466","MF2304008","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-10 04:48:49","2023-04-10 04:48:49"
"467","MF2304008","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-10 04:49:47","2023-04-10 04:49:47"
"468","MF2304008","12","-","19","2023-04-10 04:49:51","2023-04-10 04:49:51"
"469","MF2304008","6","ซองอลูมิเนียม","19","2023-04-17 02:54:14","2023-04-17 02:54:14"
"470","MF2304008","9","9.1 บรรจุเนื้อเซรั่มสีขาว (ไม่มีกลิ่น) ลงในซอง ขนาด 3 ml ปริมาณ 3 กรัม/ซอง\n9.2 ซีลปิดซองให้แน่นสนิท\n9.3 บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-04-17 03:05:42","2023-08-07 08:08:39"
"471","MF2304009","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2023-04-25 02:49:49","2023-04-25 02:49:49"
"472","MF2304010","5","จัดเก็บในถัง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2023-04-25 10:01:07","2023-04-25 10:01:07"
"473","MF2304010","6","แกลลอนขนาด 3000 mL","17","2023-04-25 10:01:14","2023-04-25 10:01:14"
"474","MF2304010","9","บรรจุปริมาณ 2,550 กรัม ลงในแกลลอน ปิดฝาให้สนิท","17","2023-04-25 10:01:22","2023-04-25 10:01:51"
"475","MF2304010","12","-","17","2023-04-25 10:01:54","2023-04-25 10:01:54"
"476","MF2304010","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2023-04-25 10:02:04","2023-04-25 10:02:04"
"477","MF2304011","5","จัดเก็บในถัง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2023-04-25 10:15:40","2023-04-25 10:15:40"
"478","MF2304011","9","9.1 บรรจุน้ำสเปรย์ ไม่มีสี ไม่มีกลิ่น ลงใน แกลลอนพลาสติก (สีขาวขุ่น) ปริมาณ 2,620 กรัม/แกลลอน\n9.2 นำจุกใน (สีขาวใส) กดปิดปากแกลลอนให้แน่นสนิท\n9.3 นำฝาหมุนแบบมีล็อก (สีขาวขุ่น) หมุนปิดแกลลอนให้แน่น\n9.4 ปิดฉลาก (สีเขียว-ขาว) ด้านหน้าของแกลลอน\n9.5 บรรจุลงลังเปลือยใหญ่ ขนาด 28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-04-25 10:15:52","2024-01-26 07:29:07"
"479","MF2304011","12","-","17","2023-04-25 10:15:55","2023-04-25 10:15:55"
"480","MF2304011","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2023-04-25 10:16:04","2023-04-25 10:16:04"
"481","MF2304012","5","จัดเก็บในถัง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2023-04-25 10:20:47","2023-04-25 10:20:47"
"482","MF2304012","6","-แกลลอน พลาสติก (สีขาวขุ่น)\n-จุกใน (สีขาวใส)\n-ฝาหมุนแบบมีล็อค (สีขาวขุ่น)","19","2023-04-25 10:20:54","2024-01-26 06:08:50"
"483","MF2304012","9","9.1 บรรจุน้ำสเปรย์ ไม่มีสี ไม่มีกลิ่น ลงใน แกลลอน พลาสติก (สีขาวขุ่น) ปริมาณ 850 กรัม/แกลลอน\n9.2 นำจุกใน (สีขาวใส) กดปิดปากแกลลอนให้แน่นสนิท\n9.3 นำฝาหมุนแบบมีล็อก (สีขาวขุ่น) หมุนปิดแกลลอนให้แน่น\n9.4 ปิดฉลาก (สีเขียว-ขาว) ด้านหน้าของแกลลอน\n9.5 บรรจุลงลังเปลือยเล็ก ขนาด29.4(ก)*39.2(ย)*23.5(ส) ซม.","19","2023-04-25 10:21:10","2024-01-26 07:29:52"
"484","MF2304012","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2023-04-25 10:21:21","2023-04-25 10:21:21"
"485","MF2304012","12","-","17","2023-04-25 10:21:27","2023-04-25 10:21:27"
"486","MF2304013","12","-","19","2023-04-26 04:41:42","2023-04-26 04:41:42"
"487","MF2304013","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-26 04:42:20","2023-04-26 04:42:20"
"488","MF2304013","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-26 04:42:39","2023-04-26 04:42:39"
"489","MF2304014","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-26 04:47:32","2023-04-26 04:47:32"
"490","MF2304014","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-26 04:50:49","2023-04-26 04:50:49"
"491","MF2304014","12","-","19","2023-04-26 04:50:59","2023-04-26 04:50:59"
"492","MF2304015","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","1","2023-04-27 04:48:40","2023-04-27 04:48:40"
"493","MF2304015","6","ขวดแก้วพร้อมสกรีน (สีชา) 30 มล. , วาล์ว (ลายไม้) , จุกบีบ (สีดำด้าน) , แท่งแก้ว (สีใส)","19","2023-04-27 04:48:49","2024-02-28 10:01:55"
"494","MF2304015","9","9.1 บรรจุน้ำมันมะรุม (สีเหลือง) ลงขวดแก้วพร้อมสกรีน (สีชา) ปริมาณ 26.70 กรัม/ขวด\n9.2 นำวาล์ว (ลายไม้) / จุกบีบ (สีดำค้าน) / แท่งแก้ว (สีใส) ประกอบเข้าด้วยกัน และหมุนปิดขวดแก้วพร้อมสกรีน (สีชา) ให้สนิท ขณะหมุนปิดฝา ระวังเกลียวไม้แตก ***กรณีเกลียวไม้แตกให้แยกออกเป็นของเสีย\n9.3 นำฉลากสีเขียว ติดที่ขวดด้านขวามือ เป็นแนวตั้ง จากวาล์วลายไม้จนถึงคอขวดแก้ว\n9.4 บรรจุขวดลงกล่อง (ทรงกระบอก) โดยให้หันด้านหน้าขวดแก้วไปทางเดียวกันกับด้านหน้ากล่อง\n9.5 ปิดฝากล่อง โดยให้รูปใบไม้ด้านบนฝากับใบไม้ด้านหน้ากล่องให้ตรงกัน\n9.6 นำฉลาก สคบ.ติดที่กล่อง ด้านข้าง ซ้ายมือ จำนวน 800 กล่อง ไม่ติด จำนวน 700 กล่อง\n9.7 บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-04-27 04:50:12","2024-02-28 10:01:45"
"495","MF2304015","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","1","2023-04-27 04:51:04","2023-04-27 04:51:04"
"496","MF2304015","12","-","1","2023-04-27 04:51:08","2023-04-27 04:51:08"
"497","MF2304016","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","1","2023-04-27 04:57:21","2023-04-27 04:57:21"
"498","MF2304016","6","ขวดแก้วพร้อมสกรีน (สีชา) 100 มล. , วาล์ว (ลายไม้) , จุกบีบ (สีดำด้าน) , แท่งแก้ว (สีใส)","19","2023-04-27 06:31:34","2024-02-28 09:54:58"
"499","MF2304016","9","9.1 บรรจุน้ำมันมะรุม (สีเขียวอ่อน) ลงขวดแก้วพร้อมสกรีน (สีชา) ปริมาณ 89 กรัม/ขวด\n9.2 นำวาล์ว (ลายไม้) / จุกบีบ (สีดำค้าน) / แท่งแก้ว (สีใส) ประกอบเข้าด้วยกัน และหมุนปิดขวดแก้วพร้อมสกรีน (สีชา) ให้สนิท ขณะหมุนปิดฝา ระวังเกลียวไม้แตก ***กรณีเกลียวไม้แตกให้แยกออกเป็นของเสีย\n9.3 นำฉลากสีเขียว ติดที่ขวดด้านขวามือ เป็นแนวตั้ง จากวาล์วลายไม้จนถึงคอขวดแก้ว\n9.4 บรรจุขวดลงกล่อง (ทรงกระบอก) โดยให้หันด้านหน้าขวดแก้วไปทางเดียวกันกับด้านหน้ากล่อง\n9.5 ปิดฝากล่อง โดยให้รูปใบไม้ด้านบนฝากับใบไม้ด้านหน้ากล่องให้ตรงกัน\n9.6 นำฉลาก สคบ.ติดที่กล่อง ด้านข้าง ซ้ายมือ จำนวน 200 กล่อง ไม่ติด จำนวน 300 กล่อง\n9.7 บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-04-27 06:32:37","2024-02-28 09:57:32"
"500","MF2304016","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","1","2023-04-27 06:32:48","2023-04-27 06:32:48"
"501","MF2304016","12","-","1","2023-04-27 06:32:53","2023-04-27 06:32:53"
"502","MF2304017","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-28 07:29:26","2023-04-28 07:29:26"
"503","MF2304017","9","9.1 บรรจุน้ำน้ำสีใสลงขวด PET (ใส) ปริมาณ 95 มล./ขวด\n9.2 นำจุกในปีดปากขวด โดยการกดจุกในลงในปากขวดให้แน่น\n9.3 นำฝา Press (สีขาว) หมุนปิดขวดให้แน่นสนิท\n9.4 นำฉลากปีดรอบขวด (ใช้เครื่องปีดฉลาก)\n9.5 บรรจุลงกล่อง (สีม่วง) โดยให้ด้านหน้าฉลากไปด้านเดียวกับด้านหน้ากล่อง\n9.6 ชริ้งค์ฟิล์มที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.7 บรรจุลงลังเปลือยใหญ่ ขนาด 28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2023-04-28 07:30:17","2023-07-14 03:47:51"
"504","MF2304017","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-04-28 07:30:27","2023-04-28 07:30:27"
"505","MF2304017","12","-","19","2023-04-28 07:30:31","2023-04-28 07:30:31"
"506","MF2304007","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-05-03 02:41:05","2023-05-03 02:41:05"
"507","MF2304007","6","ขวดพลาสติก, ชุดหัวสเปรย์, ฝาครอบ, กล่อง","19","2023-05-03 02:41:10","2023-05-03 02:41:10"
"508","MF2304007","9","9.1 บรรจุของเหลวใสสีเหลืองใส่ลงในขวดใสปริมาณสุทธิ 38.34 กรัม/ขวด\n9.2 นำชุดหัวสเปรย์ (สีขาวนม) หมุนปิดขวดให้แน่น\n9.3 ปิดฝาครอบ (สีใส) ลงบนชุดหัวสเปรย์ (สีขาวนม)\n9.4 นำชริ้งค์แร็ปขวด เร็ปขวดด้วยไดร์เป่าลมร้อน (ระวังชริ้งค์แรีปขาด)\n9.5 นำใส้ในแบบสั้น จำนวน 3 ขึ้น และแบบยาว จำนวน 1 ชิ้น ใส่ขัดกันลงในกล่อง\n9.6 นำขวดที่ชริ้งค์แร็ปขวดเรียบร้อยแล้วบรรจุลงในกล่อง จำนวน 8 ขวด/กล่อง","19","2023-05-03 02:41:45","2023-07-11 06:51:40"
