"id","formula_masters_id","topic_number","topic_txt","users_id","created_at","updated_at"
"823","MF2312005","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-12-12 07:19:27","2023-12-12 07:19:27"
"824","MF2312005","12","-","19","2023-12-12 07:19:41","2023-12-12 07:19:41"
"825","MF2312006","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-12-14 08:06:54","2023-12-14 08:06:54"
"826","MF2312006","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-12-14 08:07:34","2023-12-14 08:07:34"
"827","MF2312009","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2023-12-25 07:44:51","2023-12-25 07:44:51"
"828","MF2312009","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2023-12-25 07:45:04","2023-12-25 07:45:04"
"829","MF2312008","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-09 06:15:06","2024-01-09 06:15:06"
"830","MF2312008","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-09 06:15:15","2024-01-09 06:15:15"
"831","MF2312008","6","ขวดแก้วสีใส (สกรีน) + ชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส)","19","2024-01-09 08:46:43","2024-01-09 08:52:33"
"832","MF2312008","9","9.1 บรรจุของเหลวสีเหลืองใส (กลิ่น CCOO) ลงในขวดแก้วสีใส (สกรีน) ปริมาณสุทธิ 4.70 กรัม/ขวด\n9.2 นำชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส) หมุนปิดปากขวดแก้วสีใส (สกรีน) ให้แน่นสนิท\n9.3 นำขวดแก้วสีใส (สกรีน) ที่ปิดชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส) เรียบร้อยแล้ว เสียบลงกระดาษแผ่นพับ (สีดำขอบทอง) โดยหันแบบสกรีนที่ขวดออกด้านหน้า\n9.4 บรรจุลงลังเปลือยเล็ก ขนาด29.4(ก)*39.2(ย)*23.5(ส) ซม.","19","2024-01-09 08:50:49","2024-01-09 08:50:49"
"833","MF2312008","12","-","19","2024-01-09 08:54:09","2024-01-09 08:54:09"
"834","MF2312007","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-09 09:48:29","2024-01-09 09:48:29"
"835","MF2312007","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-09 09:48:38","2024-01-09 09:48:38"
"836","MF2312007","12","-","19","2024-01-09 09:48:54","2024-01-09 09:48:54"
"837","MF2312007","9","9.1 บรรจุของเหลวสีเหลืองใส (กลิ่น million) ลงในขวดแก้วสีใส (สกรีน) ปริมาณสุทธิ 4.85 กรัม/ขวด\n9.2 นำชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส) หมุนปิดปากขวดแก้วสีใส (สกรีน) ให้แน่นสนิท\n9.3 นำขวดแก้วสีใส (สกรีน) ที่ปิดชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส) เรียบร้อยแล้ว เสียบลงกระดาษแผ่นพับ (สีขาวขอบทอง) โดยหันแบบสกรีนที่ขวดออกด้านหน้า\n9.4 บรรจุลงลังเปลือยเล็ก ขนาด29.4(ก)*39.2(ย)*23.5(ส) ซม.","19","2024-01-09 10:43:39","2024-01-09 10:45:52"
"838","MF2312007","6","ขวดแก้วสีใส (สกรีน) + ชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส)","19","2024-01-09 10:46:21","2024-01-09 10:46:21"
"839","MF2312009","12","-","19","2024-01-11 02:35:56","2024-01-11 02:35:56"
"840","MF2312009","9","9.1 บรรจุเนื้อครีมสีขาวทึบ (ไม่แต่งกลิ่น) ลงขวด Airless ชั้นใน (สีขาวเงา) ปริมาณ 30 กรัม/ขวด\n9.2 นำหัวปั๊มสุญญากาศ ทรงบิดหมุน (สีส้ม) หมุนปิดขวดในให้แน่นสนิท\n9.3 นำขวด Airless ชั้นใน (สีขาวเงา) ที่ปิดหัวปั๊มสุญญากาศ ทรงบิดหมุน (สีส้ม) แล้วใส่ลงในขวดพลาสติกชั้นนอกพร้อมสกรีน (สีเขียวด้าน) เอียงหัวปั๊มไปทางด้านซ้ายเล็กน้อย และหมุนให้ลงล็อค (เพื่อเวลาหมุนเปิดใช้งาน ด้านหน้าหัวปั๊มจะตรงกับด้านหน้าขวดพอดี)\n9.4 บรรจุขวดลงกล่อง มีตัวล็อคขวด (สีเขียว-ส้ม) โดยให้ด้านหน้าขวดหันไปทางเดียวกับด้านหน้ากล่อง\n9.5 ชริ้งฟิล์ม ขนาด 10 นิ้ว ที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.6 หลังชริ้งฟิล์มเสร็จ ให้ติดฉลาก สคบใที่ว่างข้างกล่องด้านซ้ายมือของกล่อง\n9.7 บรรจุลงลังเปลือยใหญ่ ขนาด 28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2024-01-11 02:49:14","2024-01-11 03:08:16"
"841","MF2312009","6","ขวด Airless ชั้นใน (สีขาวเงา) + หัวปั๊มสุญญากาศ ทรงบิดหมุน (สีส้ม) + ขวดพลาสติกด้านนอกพร้อมสกรีน (สีเขียวด้าน)","19","2024-01-11 03:17:04","2024-01-11 03:17:04"
"842","MF2312006","6","หลอดพลาสติกเปิดกันพร้อมสกรีน + ฝาหมุน (สีชมพู)","19","2024-01-11 07:10:30","2024-01-11 07:10:30"
"843","MF2312006","9","9.1 บรรจุเนื้อครีมสีขาว (ไม่แต่งกลิ่น) ลงทางปลายหลอดพลาสติกพร้อมสกรีนที่ใส่ฝาหมุน (สีชมพู) แล้ว ปริมาณ 6.79 กรัม/หลอด พร้อมซีลปิดก้นหลอดให้แน่นสนิท โดยใช้เครื่องซีลอัตโนมัติ\n9.2 บรรจุหลอดลงกล่องโดยหันด้านหน้าหลอดไปทางเดียวกับด้านหน้ากล่อง\n9.3 ติดสติ๊กเกอร์วงกลมใสปิดหัว - ท้าย กล่อง (สีชมพู)\n9.4 บรรจุลงลังลูกค้า จำนวน 48 ชี้น/ลัง","19","2024-01-11 07:12:56","2024-01-11 07:12:56"
"844","MF2312006","12","-","19","2024-01-11 07:13:08","2024-01-11 07:13:08"
"845","MF2307006","12","-","19","2024-01-16 08:53:32","2024-01-16 08:53:32"
"846","MF2310003","5","จัดเก็บในถัง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-17 09:32:55","2024-01-17 09:32:55"
"847","MF2310003","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-17 09:33:17","2024-01-17 09:33:17"
"848","MF2310003","12","-","19","2024-01-17 09:33:22","2024-01-17 09:33:22"
"849","MF2310003","9","9.1 บรรจุของเหลวใส ไม่มีกลิ่น ลงขวดพลาสติก ทรงกระบอก (สีขาวขุ่น) ปริมาณ 484.00 กรัม/ขวด\n9.2 นำหัวสเปรย์ (สีขาว) หมุนปิดขวดให้เเน่นสนิท และให้หัวสเปรย์หัวไปทางด้านซ้ายมือ\n9.3 ติดฉลากด้านหน้าขวด","19","2024-01-17 10:40:43","2024-01-17 10:44:35"
"850","MF2310003","6","ขวดพลาสติก ทรงกระบอก (สีขาวขุ่น) + หัวสเปรย์ (สีขาว)","19","2024-01-17 10:41:27","2024-01-17 10:41:36"
"851","MF2401001","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-18 07:41:54","2024-01-18 07:41:54"
"852","MF2401001","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-18 07:42:05","2024-01-18 07:42:05"
"853","MF2401001","12","-","19","2024-01-19 01:58:21","2024-01-19 01:58:21"
"854","MF2401002","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-22 08:05:16","2024-01-22 08:05:16"
"855","MF2401002","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-22 08:05:29","2024-01-22 08:05:29"
"856","MF2401002","12","-","19","2024-01-22 08:05:45","2024-01-22 08:05:45"
"857","MF2401004","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-23 08:24:28","2024-01-23 08:24:28"
"858","MF2401004","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-23 08:24:38","2024-01-23 08:24:38"
"859","MF2401004","12","-","19","2024-01-23 08:30:22","2024-01-23 08:30:22"
"860","MF2401004","6","ซองกราเวียร์สกรีน ติดซิป (สีแดง)","19","2024-01-23 08:31:13","2024-01-23 08:32:34"
"861","MF2401004","9","9.1	นำผงสุมนไพร สีเหลืองนวล (ไม่แต่งกลิ่น) บรรจุลงซองกราเวียร์สกรีน ติดซิป (สีแดง) ปริมาณ 20 กรัม/ซอง\n9.2	ซีลซองกราเวียร์สกรีน ติดซิป (สีแดง) โดยใช้เครื่องซีลเล็กแบบแนวนอน หมายเลขเครื่องCM-MN-M-054\n	ข้อควรระวัง : ห้ามให้ผงสุมนไพร สีเหลืองนวล (ไม่แต่งกลิ่น) เปื้อนซองเด็ดขาด\n9.3	นำซองที่ผ่านการซีลแล้ว บรรจุลงลังเปลือยเล็ก ขนาด29.4(ก)*39.2(ย)*23.5(ส) ซม.","19","2024-01-23 08:32:13","2024-01-23 08:32:13"
"862","MF2401005","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-24 06:52:52","2024-01-24 06:52:52"
"863","MF2401005","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-24 06:53:03","2024-01-24 06:53:03"
"864","MF2401005","9","9.1 สบู่สีขาว (กลิ่น natural naomi ) (สูตรเช้า) ปริมาณสุทธิ 30-33 กรัม/ก้อน และสบู่สีใสมีกลิตเตอร์ ( กลิ่น Charming CA 7156 ) (สูตรเย็น) ปริมาณสุทธิ 30-33 กรัม/ก้อน\n9.2 นำพลาสติกใส (สำหรับแรปสบู่) แรปคลุมสบู่สีขาว (กลิ่น natural naomi ) (สูตรเช้า) และสบู่สีใสมีกลิตเตอร์ (กลิ่น Charming CA 7156 ) (สูตรเย็น) จำนวน 1 ชิ้น/ก้อน\n9.3 พับกล่องสกรีน (สีเทา) และนำถุงตีฟอง (สีขาว) ใส่ลงในกล่อง\n9.4 พับถาดรองสกรีน (สีเทา) ใส่กล่อง (สีเทา) วางทับถุงตีฟอง (สีขาว) ในกล่องสกรีน (สีเทา) \n9.5 นำก้อนสบู่ที่แรปแล้ว บรรจุลงถาดรองสกรีน (สีเทา) โดยให้สบู่สีขาว (กลิ่น natural naomi ) (สูตรเช้า) อยู่ทางด้านซ้ายของกล่อง ในช่อง NAON SOAP FOR DAY และให้สบู่สีใสมีกลิตเตอร์ (กลิ่น Charming CA 7156 ) (สูตรเย็น) อยู่ทางด้านขวาของกล่อง ในช่อง NAON SOAP FOR NIGHT สูตรละ 1 ก้อน/กล่อง\n9.6 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์ม ขนาด 12 นิ้ว ที่กล่องโดยใช้เครื่องอุโมงค์ความร้อน\n9.7 นำกล่องที่ผ่านการชริ้งแล้วบรรจุลงลังเปลือยใหญ่ ขนาด (ก)28.5*(ย)42.2*(ส)31.5 ซม.","19","2024-01-24 07:32:31","2024-01-24 07:47:06"
"865","MF2401005","12","-","19","2024-01-24 07:48:58","2024-01-24 07:48:58"
"866","MF2401003","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-24 07:58:08","2024-01-24 07:58:08"
"867","MF2401003","6","พลาสติกใส (สำหรับแรปสบู่) , ถาดรองสกรีน (สีเทา) , กล่องสกรีน (สีเทา)","19","2024-01-24 08:00:16","2024-01-24 08:00:24"
"868","MF2401003","9","9.1 สบู่สีขาว (กลิ่น natural naomi ) (สูตรเช้า) ปริมาณสุทธิ 30-33 กรัม/ก้อน และสบู่สีใสมีกลิตเตอร์ ( กลิ่น Charming CA 7156 ) (สูตรเย็น) ปริมาณสุทธิ 30-33 กรัม/ก้อน\n9.2 นำพลาสติกใส (สำหรับแรปสบู่) แรปคลุมสบู่สีขาว (กลิ่น natural naomi ) (สูตรเช้า) และสบู่สีใสมีกลิตเตอร์ (กลิ่น Charming CA 7156 ) (สูตรเย็น) จำนวน 1 ชิ้น/ก้อน\n9.3 พับกล่องสกรีน (สีเทา) และนำถุงตีฟอง (สีขาว) ใส่ลงในกล่อง\n9.4 พับถาดรองสกรีน (สีเทา) ใส่กล่อง (สีเทา) วางทับถุงตีฟอง (สีขาว) ในกล่องสกรีน (สีเทา) \n9.5 นำก้อนสบู่ที่แรปแล้ว บรรจุลงถาดรองสกรีน (สีเทา) โดยให้สบู่สีขาว (กลิ่น natural naomi ) (สูตรเช้า) อยู่ทางด้านซ้ายของกล่อง ในช่อง NAON SOAP FOR DAY และให้สบู่สีใสมีกลิตเตอร์ (กลิ่น Charming CA 7156 ) (สูตรเย็น) อยู่ทางด้านขวาของกล่อง ในช่อง NAON SOAP FOR NIGHT สูตรละ 1 ก้อน/กล่อง\n9.6 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์ม ขนาด 12 นิ้ว ที่กล่องโดยใช้เครื่องอุโมงค์ความร้อน\n9.7 นำกล่องที่ผ่านการชริ้งแล้วบรรจุลงลังเปลือยใหญ่ ขนาด (ก)28.5*(ย)42.2*(ส)31.5 ซม.","19","2024-01-24 08:07:42","2024-01-24 08:07:42"
"869","MF2401003","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-01-24 08:09:37","2024-01-24 08:09:37"
"870","MF2401003","12","-","19","2024-01-24 08:09:42","2024-01-24 08:09:42"
"871","MF2401005","6","พลาสติกใส (สำหรับแรปสบู่) , ถาดรองสกรีน (สีเทา) , กล่องสกรีน (สีเทา)","19","2024-01-24 08:12:42","2024-01-24 08:12:42"
"872","MF2304011","6","-แกลลอน พลาสติก (สีขาวขุ่น)\n-จุกใน (สีขาวใส)\n-ฝาหมุนแบบมีล็อค (สีขาวขุ่น)","19","2024-01-26 07:28:00","2024-01-26 07:28:00"
"873","MF2401006","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-01 03:15:12","2024-02-01 03:15:12"
"874","MF2401006","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-01 03:15:19","2024-02-01 03:15:19"
"875","MF2401006","12","-","19","2024-02-01 03:15:23","2024-02-01 03:15:23"
"876","MF2402003","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-05 02:26:09","2024-02-05 02:26:09"
"877","MF2402003","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-05 02:26:16","2024-02-05 02:26:16"
"878","MF2402003","12","-","19","2024-02-05 02:27:18","2024-02-05 02:27:18"
"879","MF2402002","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-05 03:18:56","2024-02-05 03:18:56"
"880","MF2402002","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-05 03:19:51","2024-02-05 03:19:51"
"881","MF2402002","12","-","19","2024-02-05 03:19:59","2024-02-05 03:19:59"
"882","MF2401002","6","ขวดพลาสติกสีเขียว (สกรีนสีขาว) , หัวปั๊ม (สีขาว) พร้อมสายยาง มีตัวล็อก","19","2024-02-05 04:34:03","2024-02-05 04:34:03"
"883","MF2401002","9","9.1 นำเนื้อของเหลวสีใส (กลิ่น Sexy fragrance) บรรจุลงขวดพลาสติกสีเขียว (สกรีนสีขาว) ปริมาณ 100 กรัม/ขวด\n9.2 นำหัวปั๊ม (สีขาว) พร้อมสายยาง หมุนปิดขวดพลาสติกสีเขียว (สกรีนสีขาว) ให้แน่นสนิท\n9.3 นำขวดพลาสติกสีเขียว (สกรีนสีขาว) บรรจุลงกล่อง (สีเขียว) โดยหันด้านหน้าขวดให้ตรงกับด้านหน้ากล่อง\n9.4 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์มขนาด 12 นิ้ว ที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.5 นำกล่องที่ผ่านการขริ้งแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2024-02-05 04:34:37","2024-02-05 04:39:06"
"884","MF2402004","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-05 06:44:11","2024-02-05 06:44:11"
"885","MF2402004","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-05 06:44:56","2024-02-05 06:44:56"
"886","MF2402001","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-05 07:48:08","2024-02-05 07:48:08"
"887","MF2402001","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-05 07:48:16","2024-02-05 07:48:16"
"888","MF2402001","12","-","19","2024-02-05 07:48:19","2024-02-05 07:48:19"
"889","MF2402001","9","9.1 บรรจุเนื้อครีมสีขาวนม (กลิ่น Oniric Journey) ลงปากซองซีลกันตั้งพร้อมสกรีน ปริมาณ 50.00 กรัม/ซอง\n9.2 นำฝาจุกบิดขาด (สีขาว) กดและหมุนปีดปากซองซีลกันตั้งพร้อมสกรีนให้แน่นสนิท\n9.3 บรรจุลงลังเปลือยเล็ก ขนาด29.4(ก)*39.2(ย)*23.5(ส) ซม.","19","2024-02-05 07:51:16","2024-02-05 07:51:16"
"890","MF2402001","6","ซองซีลกันตั้งพร้อมสกรีน , ฝาจุกบิดขาด (สีขาว)","19","2024-02-05 07:51:51","2024-02-05 07:52:08"
"891","MF2402005","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-07 09:19:56","2024-02-07 09:19:56"
"892","MF2402005","9","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-07 09:21:16","2024-02-07 09:21:16"
"893","MF2402006","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-07 09:30:55","2024-02-07 09:30:55"
"894","MF2402006","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-07 09:31:42","2024-02-07 09:31:42"
"895","MF2402007","9","9.1	บรรจุเนื้อครีมสีขาว (ไม่มีกลิ่น) ลงในหลอดพลาสติกทึบสีฟ้า (สกรีน) ปริมาณสุทธิ 200 กรัม/หลอด\n9.2	นำฝาหมุนปิดเปิด หมุนปิดหลอดพลาสติกทึบสีฟ้า (สกรีน) ให้แน่นสนิท\n9.3	นำหลอดที่ผ่านการบรรจุแล้ว ชริ้งฟิล์มขนาด 10 นิ้ว ที่หลอด โดยใช้เครื่องอุโมงค์ความร้อน\n9.4	นำหลอดที่ผ่านการชริ้งแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2024-02-08 11:04:46","2024-02-08 11:05:19"
"896","MF2402007","6","หลอดพลาสติกทึบสีฟ้า (สกรีน) + ฝาหมุนปิดเปิด (สีขาว)","19","2024-02-08 11:05:44","2024-02-08 11:05:44"
"897","MF2402007","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-08 11:05:56","2024-02-08 11:05:56"
"898","MF2402007","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-08 11:06:04","2024-02-08 11:06:04"
"899","MF2402007","12","-","19","2024-02-08 11:06:08","2024-02-08 11:06:08"
"900","MF2402003","6","ขวดพลาสติก (สีชา) , หัวปั๊ม (สีดำ) พร้อมสายยาง , ฝาครอบพลาสติก (สีใส)","19","2024-02-19 07:28:48","2024-02-19 07:28:48"
"901","MF2402003","9","9.1	บรรจุเนื้อสารสีขาวทึบ อมเหลืองเล็กน้อย (กลิ่น Dream in Vegas) ลงขวดพลาสติก (สีชา) ปริมาณ 50 กรัม/ขวด\n9.2	นำหัวปั๊ม (สีดำ) พร้อมสายยาง หมุนปิดขวดพลาสติก (สีชา) ให้แน่นสนิท\n9.3	นำฝาครอบพลาสติก (สีใส) กดปิดขวดพลาสติก (สีชา) ให้แน่นสนิท\n9.4	ปิดฉลาก (สีขาว) รอบขวดพลาสติก (สีชา) ระวังไม่ให้เกิดรอยและฟองอากาศ\n9.5	นำขวดที่ปิดฉลากแล้ว ชริ้งฟิล์มขนาด 10 นิ้ว ที่ขวด โดยใช้เครื่องอุโมงค์ความร้อน\n9.6	นำขวดที่ผ่านการชริ้งแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด (ก) 28.5*(ย)42.2*(ส)31.5 ซม","19","2024-02-19 07:29:23","2024-02-19 07:30:05"
"902","MF2402002","9","9.1	บรรจุเนื้อสารสีขาวทึบ อมเหลืองเล็กน้อย (กลิ่น Dream in Vegas) ลงขวดพลาสติก (สีชา) ปริมาณ 250 กรัม/ขวด\n9.2	นำหัวปั๊มปีกกา (สีดำ) พร้อมสายยาง หมุนปิดขวดพลาสติก (สีชา) ให้แน่นสนิท\n9.3	ปิดฉลาก (สีขาว) รอบขวดพลาสติก (สีชา) ระวังไม่ให้เกิดรอยและฟองอากาศ\n9.4	นำขวดที่ปิดฉลากแล้ว ชริ้งฟิล์มขนาด 12 นิ้ว ที่ขวด โดยใช้เครื่องอุโมงค์ความร้อน\n9.5	นำขวดที่ผ่านการชริ้งแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด (ก) 28.5*(ย)42.2*(ส)31.5 ซม","19","2024-02-19 10:01:04","2024-02-19 10:01:04"
"903","MF2402002","6","ขวดพลาสติก (สีชา) , หัวปั๊มปีกกา (สีดำ) พร้อมสายยาง","19","2024-02-19 10:01:31","2024-02-19 10:01:31"
"904","MF2402008","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-21 09:24:23","2024-02-21 09:24:23"
"905","MF2402008","6","ขวดใน Airless (สีชมพูอ่อน) , ชุดหัวปั๊มสูญญากาศ (สีชมพูอ่อน) , ขวดนอกอะคริลิก (สีขุ่น) สกรีน","19","2024-02-21 09:24:30","2024-02-21 09:34:35"
"906","MF2402008","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-21 09:26:05","2024-02-21 09:26:05"
"907","MF2402008","12","-","19","2024-02-21 09:26:12","2024-02-21 09:26:12"
"908","MF2402008","9","9.1	นำของเหลวสีขาว (ไม่มีสี ไม่มีกลิ่น) บรรจุลงขวดใน Airless (สีชมพูอ่อน) ปริมาณ 15 กรัม/ขวด\n9.2	นำชุดหัวปั๊มสูญญากาศ (สีชมพูอ่อน) หมุนปิดกับขวดใน Airless (สีชมพูอ่อน) ให้แน่นสนิท\n9.3	นำขวดใน Airless (สีชมพูอ่อน) ที่ปิดชุดหัวปั๊มสูญญากาศ (สีชมพูอ่อน) แล้ว กดใส่ลงในขวดนอกอะคริลิก (สีขุ่น) สกรีน โดยให้หันชุดหัวปั๊มสูญญากาศ  (สีชมพูอ่อน) ไปทางด้านซ้ายของฉลาก เมื่อหมุนเปิดชุดหัวปั๊มสูญญากาศ (สีชมพูอ่อน) จะตรงกับด้านหน้าฉลากพอดี\n9.4	บรรจุลงกล่อง (สีชมพู) โดยให้หันด้านหน้าขวดไปทางเดียวกับด้านหน้ากล่อง\n9.5	นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์มที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.6	นำกล่องที่ชริ้งฟิล์มเรียบร้อยแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2024-02-21 09:33:47","2024-02-21 09:34:11"
"909","MF2402011","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-23 03:28:26","2024-02-23 03:28:26"
"910","MF2402011","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-23 03:28:32","2024-02-23 03:28:32"
"911","MF2402004","9","9.1	บรรจุเนื้อออยล์สีเหลือง (กลิ่นCharming) ลงขวดพลาสติก (สีขาว) ปริมาณ 57.26 กรัม/ขวด\n9.2	นำจุกใน (สีขาวขุ่น) กดปิดปากขวดพลาสติก (สีขาว) ให้แน่นสนิท\n9.3	นำฝาหมุน (สีขาว) หมุนปิดขวดพลาสติก (สีขาว) ให้แน่นสนิท\n9.4	นำขวดที่ผ่านการบรรจุแล้ว ซีลด้วย ถุงซีล (สีส้ม) ขนาด 116 x 115 mm. ที่ขวด โดยใช้ไดร์เป่าลมร้อน\n	**ข้อควรระวัง จ่อไดร์ที่ขวดอย่างระมัดระวัง หากจ่อไดร์ใกล้ไป ความร้อนจะทำให้ขวดละลาย**\n9.5	นำขวดที่ผ่านการซีลแล้ว ชริ้งฟิล์มขนาด 10 นิ้ว ที่ขวด โดยใช้เครื่องอุโมงค์ความร้อน\n9.6	นำขวดที่ผ่านการชริ้งแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","19","2024-02-27 08:06:50","2024-02-27 08:06:50"
"912","MF2402004","6","ขวดพลาสติก (สีขาว) , จุกใน (สีขาวขุ่น) , ฝาหมุน (สีขาว)","19","2024-02-27 08:07:31","2024-02-27 08:07:31"
"913","MF2402004","12","-","19","2024-02-27 08:08:49","2024-02-27 08:08:49"
"914","MF2402013","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-28 06:46:38","2024-02-28 06:46:38"
"915","MF2402013","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-02-28 06:58:36","2024-02-28 06:58:36"
"916","MF2402013","12","-","19","2024-02-28 06:58:41","2024-02-28 06:58:41"
